,hq_id,inv_id,inv_name
18504,495526,2101,supplier3
18505,495526,170714,supplier2
18506,221895,221895,supplier1
18507,221895,51260,supplier3
18508,221895,168888,supplier2
18509,221895,204476,supplier4
18510,499076,499076,supplier1
18511,499076,2656,supplier3
18512,499076,653425,supplier4
18513,499076,171639,supplier2
18514,495438,495438,supplier1
18515,495438,167889,supplier2
18516,495438,23922,supplier3
18517,495438,208026,supplier4
18518,495438,204546,supplier4
18519,206747,206747,supplier1
18520,206747,208106,supplier4
18521,206747,168621,supplier2
18522,206747,3913,supplier3
18523,107663,107663,supplier1
18524,495614,495614,supplier1
18525,495614,168135,supplier2
18526,495614,25323,supplier3
18527,201914,201914,supplier1
18528,201914,67154,supplier3
18529,201914,1512348,supplier4
18530,201914,442059,supplier2
18531,606763,606763,supplier1
18532,606763,271927,supplier3
18533,606763,488721,supplier2
18534,495621,495621,supplier1
18535,495621,204616,supplier4
18536,495621,168107,supplier2
18537,495621,37025,supplier3
18538,512986,512986,supplier1
18539,512986,201482,supplier2
18540,512986,17846,supplier2
18541,512986,34914,supplier4
18542,210913,210913,supplier1
18543,210913,48637,supplier3
18544,405727,405727,supplier1
18545,405727,227186,supplier4
18546,405727,19629,supplier3
18547,195269,195269,supplier1
18548,195269,168353,supplier2
18549,195269,12805,supplier3
18550,208711,208711,supplier1
18551,208711,1635118,supplier4
18552,208711,69446,supplier3
18553,208711,479904,supplier2
18554,347632,347632,supplier1
18555,347632,12950,supplier3
18556,539151,539151,supplier1
18557,539151,11927,supplier3
18558,539151,422674,supplier2
18559,539151,1023518,supplier4
18560,108834,108834,supplier1
18561,108834,25294,supplier3
18562,108834,204796,supplier4
18563,108834,161833,supplier2
18564,176117,176117,supplier1
18565,176117,29586,supplier3
18566,176117,88959,supplier2
18567,193284,193284,supplier1
18568,193284,204856,supplier4
18569,476871,476871,supplier1
18570,476871,205026,supplier4
18571,476871,6199,supplier3
18572,476871,170664,supplier2
18573,308320,308320,supplier1
18574,308320,329543,supplier2
18575,342030,342030,supplier1
18576,342030,946455,supplier4
18577,342030,295179,supplier3
18578,499096,499096,supplier1
18579,499096,168389,supplier2
18580,499096,208316,supplier4
18581,132618,132618,supplier1
18582,132618,225073,supplier2
18583,210604,210604,supplier1
18584,210604,208346,supplier4
18585,210604,27945,supplier3
18586,210604,168486,supplier2
18587,210604,26162,supplier3
18588,210604,201163,supplier2
18589,559081,559081,supplier1
18590,559081,179359,supplier2
18591,559089,559089,supplier1
18592,559089,2523,supplier3
18593,559089,217486,supplier4
18594,495509,495509,supplier1
18595,495509,4623,supplier3
18596,495509,205216,supplier4
18597,495509,168586,supplier2
18598,129814,129814,supplier1
18599,129814,28847,supplier3
18600,129814,50636,supplier2
18601,196283,196283,supplier1
18602,196283,189126,supplier4
18603,196283,18896,supplier3
18604,196283,17260,supplier2
18605,507597,507597,supplier1
18606,507597,208546,supplier4
18607,507597,36701,supplier3
18608,507597,168609,supplier2
18609,507576,507576,supplier1
18610,507576,168614,supplier2
18611,209069,209069,supplier1
18612,209069,168691,supplier2
18613,499088,499088,supplier1
18614,499088,1791,supplier3
18615,499088,208776,supplier4
18616,499088,170790,supplier2
18617,499088,296017,supplier3
18618,499088,745155,supplier4
18619,256839,256839,supplier1
18620,256839,21601,supplier3
18621,256839,179370,supplier2
18622,181967,181967,supplier1
18623,181967,171680,supplier2
18624,181967,45400,supplier3
18625,495658,495658,supplier1
18626,495658,205836,supplier4
18627,495658,48649,supplier3
18628,495658,168241,supplier2
18629,464376,464376,supplier1
18630,464376,442077,supplier2
18631,464376,1010685,supplier4
18632,464376,54753,supplier3
18633,501964,501964,supplier1
18634,501964,557063,supplier2
18635,495472,495472,supplier1
18636,495520,495520,supplier1
18637,495520,170814,supplier2
18638,495520,25498,supplier3
18639,495520,216646,supplier4
18640,495520,171641,supplier2
18641,495520,201936,supplier4
18642,209151,209151,supplier1
18643,506139,506139,supplier1
18644,506139,170829,supplier2
18645,506139,168187,supplier2
18646,506139,20459,supplier3
18647,506139,202036,supplier4
18648,195058,195058,supplier1
18649,195058,10865,supplier3
18650,112626,112626,supplier1
18651,112626,168112,supplier2
18652,112626,29985,supplier3
18653,112626,202346,supplier4
18654,193332,193332,supplier1
18655,193332,6062,supplier3
18656,470075,470075,supplier1
18657,470075,40443,supplier3
18658,470075,211626,supplier4
18659,494063,494063,supplier1
18660,494063,171006,supplier2
18661,494063,205876,supplier4
18662,211453,211453,supplier1
18663,211453,653785,supplier4
18664,507636,507636,supplier1
18665,507636,161871,supplier2
18666,507636,651775,supplier4
18667,493865,493865,supplier1
18668,493865,39995,supplier3
18669,493865,168720,supplier2
18670,493865,205906,supplier4
18671,233804,233804,supplier1
18672,233804,181118,supplier2
18673,233804,43489,supplier3
18674,233804,215376,supplier4
18675,485294,485294,supplier1
18676,485294,366929,supplier2
18677,485294,205956,supplier4
18678,494008,494008,supplier1
18679,494008,442078,supplier2
18680,494008,653805,supplier4
18681,494008,53142,supplier3
18682,494008,111294,supplier2
18683,495459,495459,supplier1
18684,495459,15149,supplier3
18685,495459,168591,supplier2
18686,186722,186722,supplier1
18687,186722,88497,supplier2
18688,186722,50526,supplier3
18689,186722,202976,supplier4
18690,549708,549708,supplier1
18691,549708,442105,supplier2
18692,244337,244337,supplier1
18693,244337,168240,supplier2
18694,495481,495481,supplier1
18695,495481,168514,supplier2
18696,495481,55041,supplier3
18697,509531,509531,supplier1
18698,509531,5025,supplier3
18699,509531,203046,supplier4
18700,509531,168662,supplier2
18701,185772,185772,supplier1
18702,185772,208236,supplier4
18703,185772,167958,supplier2
18704,185772,54349,supplier3
18705,176641,176641,supplier1
18706,176641,167861,supplier2
18707,176641,203576,supplier4
18708,176641,39559,supplier3
18709,495479,495479,supplier1
18710,495479,168263,supplier2
18711,495479,208176,supplier4
18712,208709,208709,supplier1
18713,208709,2654,supplier3
18714,208709,168277,supplier2
18715,499072,499072,supplier1
18716,499072,172155,supplier2
18717,499072,208136,supplier4
18718,208742,208742,supplier1
18719,208742,208096,supplier4
18720,208742,22834,supplier3
18721,208742,170700,supplier2
18722,209436,209436,supplier1
18723,209436,168271,supplier2
18724,209436,6268,supplier3
18725,495552,495552,supplier1
18726,495552,14598,supplier3
18727,495552,207976,supplier4
18728,495585,495585,supplier1
18729,495585,208036,supplier4
18730,495585,170801,supplier2
18731,176692,176692,supplier1
18732,176692,44335,supplier3
18733,176692,168470,supplier2
18734,176692,203936,supplier4
18735,209693,209693,supplier1
18736,209693,37056,supplier3
18737,209693,205646,supplier4
18738,209693,168515,supplier2
18739,494071,494071,supplier1
18740,494071,171034,supplier2
18741,494071,219256,supplier4
18742,495512,495512,supplier1
18743,495512,205606,supplier4
18744,495512,4241,supplier3
18745,495512,168658,supplier2
18746,209267,209267,supplier1
18747,209267,207846,supplier4
18748,209267,366939,supplier2
18749,209267,35150,supplier3
18750,499094,499094,supplier1
18751,499094,207746,supplier4
18752,151873,151873,supplier1
18753,151873,26960,supplier3
18754,151873,205626,supplier4
18755,151873,168096,supplier2
18756,443653,443653,supplier1
18757,443653,37731,supplier3
18758,246211,246211,supplier1
18759,246211,9760,supplier3
18760,582639,582639,supplier1
18761,582639,192123,supplier2
18762,480721,480721,supplier1
18763,480721,2055415,supplier4
18764,480721,192107,supplier2
18765,495539,495539,supplier1
18766,495539,34677,supplier3
18767,495539,207596,supplier4
18768,559091,559091,supplier1
18769,559091,54861,supplier3
18770,231430,231430,supplier1
18771,231430,652655,supplier4
18772,231430,147037,supplier2
18773,231430,28306,supplier3
18774,208575,208575,supplier1
18775,208575,210176,supplier4
18776,208575,17188,supplier3
18777,208575,32229,supplier3
18778,208575,201284,supplier2
18779,509476,509476,supplier1
18780,509476,15818,supplier3
18781,509476,205776,supplier4
18782,509476,167919,supplier2
18783,507543,507543,supplier1
18784,507543,167603,supplier2
18785,507543,16172,supplier3
18786,507543,205796,supplier4
18787,263743,263743,supplier1
18788,263743,168367,supplier2
18789,263743,651985,supplier4
18790,263743,170088,supplier2
18791,493998,493998,supplier1
18792,493998,207406,supplier4
18793,493998,27649,supplier3
18794,310990,310990,supplier1
18795,310990,144408,supplier2
18796,310990,38338,supplier3
18797,507614,507614,supplier1
18798,507614,167840,supplier2
18799,507614,205666,supplier4
18800,499086,499086,supplier1
18801,179921,179921,supplier1
18802,179921,24589,supplier3
18803,179921,34253,supplier3
18804,179921,201816,supplier4
18805,233603,233603,supplier1
18806,233603,167972,supplier2
18807,233603,25966,supplier3
18808,118338,118338,supplier1
18809,118338,13623,supplier2
18810,462298,462298,supplier1
18811,462298,201866,supplier4
18812,462298,167951,supplier2
18813,462298,28190,supplier3
18814,542313,542313,supplier1
18815,542313,176858,supplier2
18816,542313,19166,supplier3
18817,180684,180684,supplier1
18818,180684,225016,supplier4
18819,209112,209112,supplier1
18820,209112,201946,supplier4
18821,209112,2857,supplier3
18822,209112,168908,supplier2
18823,216983,216983,supplier1
18824,216983,63204,supplier4
18825,216983,85254,supplier2
18826,179292,179292,supplier1
18827,179292,167800,supplier2
18828,179292,30984,supplier3
18829,179292,202126,supplier4
18830,209042,209042,supplier1
18831,209042,202166,supplier4
18832,209042,168588,supplier2
18833,209042,1941,supplier3
18834,437104,437104,supplier1
18835,437104,486143,supplier2
18836,210642,210642,supplier1
18837,210642,202186,supplier4
18838,210642,168165,supplier2
18839,210642,42842,supplier3
18840,495564,495564,supplier1
18841,495564,202246,supplier4
18842,495564,167647,supplier2
18843,495564,54182,supplier3
18844,349597,349597,supplier1
18845,349597,201359,supplier2
18846,349597,8547,supplier3
18847,170324,170324,supplier1
18848,170324,505221,supplier2
18849,170324,53795,supplier3
18850,170324,221346,supplier4
18851,210214,210214,supplier1
18852,210214,222586,supplier4
18853,210214,6488,supplier3
18854,210214,201223,supplier2
18855,178971,178971,supplier1
18856,178971,203396,supplier4
18857,178971,168725,supplier2
18858,178971,49204,supplier3
18859,271366,271366,supplier1
18860,271366,190027,supplier2
18861,271366,194166,supplier4
18862,271366,19963,supplier3
18863,194525,194525,supplier1
18864,194525,20499,supplier3
18865,194525,86302,supplier2
18866,126152,126152,supplier1
18867,126152,107114,supplier2
18868,126152,16086,supplier3
18869,126152,948765,supplier4
18870,121694,121694,supplier1
18871,121694,203546,supplier4
18872,121694,167854,supplier2
18873,121694,12251,supplier3
18874,268428,268428,supplier1
18875,268428,151733,supplier2
18876,268428,43333,supplier3
18877,268428,652985,supplier4
18878,174095,174095,supplier1
18879,174095,40654,supplier3
18880,174095,168802,supplier2
18881,493511,493511,supplier1
18882,493511,218796,supplier2
18883,493511,1031868,supplier4
18884,506117,506117,supplier1
18885,506118,506118,supplier1
18886,506123,506123,supplier1
18887,506137,506137,supplier1
18888,506137,25473,supplier3
18889,506137,168066,supplier2
18890,506137,168373,supplier2
18891,506137,48791,supplier3
18892,506137,168780,supplier2
18893,506137,203736,supplier4
18894,506137,203626,supplier4
18895,506137,366859,supplier2
18896,506137,203676,supplier4
18897,499097,499097,supplier1
18898,499097,170923,supplier2
18899,499097,206476,supplier4
18900,541703,541703,supplier1
18901,541703,14995,supplier3
18902,541703,652295,supplier4
18903,266482,266482,supplier1
18904,266482,189736,supplier4
18905,266482,35200,supplier2
18906,495463,495463,supplier1
18907,495463,259786,supplier3
18908,495463,168176,supplier2
18909,193906,193906,supplier1
18910,193906,8520,supplier3
18911,193906,68942,supplier2
18912,294150,294150,supplier1
18913,294150,189806,supplier4
18914,294150,229454,supplier3
18915,294150,189975,supplier2
18916,294150,218697,supplier2
18917,294150,945485,supplier4
18918,294150,16351,supplier2
18919,294150,54454,supplier2
18920,294150,298546,supplier2
18921,294150,982155,supplier4
18922,507554,507554,supplier1
18923,507554,167704,supplier2
18924,507554,203766,supplier4
18925,507554,34722,supplier3
18926,507554,28139,supplier2
18927,507554,581605,supplier4
18928,560540,560540,supplier1
18929,281018,281018,supplier1
18930,241991,241991,supplier1
18931,284043,284043,supplier1
18932,206304,206304,supplier1
18933,206304,225786,supplier4
18934,206304,30922,supplier3
18935,206304,8432,supplier3
18936,206304,949375,supplier4
18937,206304,221406,supplier4
18938,206304,201379,supplier2
18939,206304,201462,supplier2
18940,206304,218776,supplier4
18941,206304,46366,supplier3
18942,206304,366809,supplier2
18943,206304,34777,supplier3
18944,206304,216536,supplier4
18945,282161,282161,supplier1
18946,282161,201349,supplier2
18947,282161,225816,supplier4
18948,551458,551458,supplier1
18949,551458,34329,supplier3
18950,551458,190105,supplier2
18951,478310,478310,supplier1
18952,478310,41319,supplier3
18953,478310,206626,supplier4
18954,478310,171007,supplier2
18955,495602,495602,supplier1
18956,495602,167659,supplier2
18957,495602,271410,supplier3
18958,495602,203976,supplier4
18959,495602,17830,supplier3
18960,495602,190095,supplier2
18961,249887,249887,supplier1
18962,249887,107888,supplier2
18963,249887,61355,supplier3
18964,232396,232396,supplier1
18965,232396,36646,supplier3
18966,232396,1000815,supplier4
18967,232396,354088,supplier2
18968,223408,223408,supplier1
18969,223408,63142,supplier3
18970,223408,193186,supplier4
18971,223408,190156,supplier2
18972,223408,174301,supplier3
18973,223408,193726,supplier4
18974,223408,190113,supplier2
18975,551460,551460,supplier1
18976,551460,67838,supplier3
18977,551460,213666,supplier4
18978,551460,190142,supplier2
18979,493861,493861,supplier1
18980,493861,11795,supplier3
18981,493861,168156,supplier2
18982,210005,210005,supplier1
18983,210005,197166,supplier4
18984,210005,31335,supplier3
18985,210005,201494,supplier2
18986,181542,181542,supplier1
18987,181542,36385,supplier3
18988,181542,171678,supplier2
18989,495640,495640,supplier1
18990,495640,206876,supplier4
18991,495640,35826,supplier3
18992,495640,170689,supplier2
18993,275686,275686,supplier1
18994,275686,44552,supplier3
18995,275686,379388,supplier2
18996,275686,1390508,supplier4
18997,275686,179337,supplier2
18998,275686,217586,supplier4
18999,468009,468009,supplier1
19000,468009,37901,supplier3
19001,468009,373939,supplier2
19002,468009,1067278,supplier4
19003,152374,152374,supplier1
19004,152374,442104,supplier2
19005,204551,204551,supplier1
19006,204551,171645,supplier2
19007,204551,3457,supplier3
19008,135129,135129,supplier1
19009,135129,442072,supplier2
19010,135129,1593208,supplier4
19011,506145,506145,supplier1
19012,506145,204936,supplier4
19013,506145,168751,supplier2
19014,506145,5472,supplier3
19015,493996,493996,supplier1
19016,493996,168446,supplier2
19017,493996,207006,supplier4
19018,493996,164878,supplier2
19019,493996,46402,supplier3
19020,493996,192756,supplier4
19021,200998,200998,supplier1
19022,200998,201249,supplier2
19023,200998,197026,supplier4
19024,209922,209922,supplier1
19025,209922,60626,supplier3
19026,209922,171083,supplier2
19027,493989,493989,supplier1
19028,493989,51058,supplier3
19029,493989,211696,supplier4
19030,462453,462453,supplier1
19031,462453,168553,supplier2
19032,462453,30191,supplier3
19033,564227,564227,supplier1
19034,564227,19217,supplier3
19035,564227,1593538,supplier4
19036,161996,161996,supplier1
19037,161996,167931,supplier2
19038,494018,494018,supplier1
19039,494018,168804,supplier2
19040,494018,207196,supplier4
19041,494018,15156,supplier3
19042,479615,479615,supplier1
19043,479615,391205,supplier2
19044,479615,30489,supplier3
19045,479615,1061648,supplier4
19046,507605,507605,supplier1
19047,507605,167706,supplier2
19048,507605,207226,supplier4
19049,507605,37678,supplier3
19050,507605,29466,supplier3
19051,507605,37412,supplier3
19052,210101,210101,supplier1
19053,210101,136253,supplier2
19054,210101,205296,supplier4
19055,212951,212951,supplier1
19056,212951,80126,supplier2
19057,212951,27964,supplier4
19058,509528,509528,supplier1
19059,509528,43825,supplier3
19060,509528,170767,supplier2
19061,141792,141792,supplier1
19062,141792,216756,supplier4
19063,141792,168461,supplier2
19064,141792,9351,supplier3
19065,499092,499092,supplier1
19066,499092,170635,supplier2
19067,499092,210586,supplier4
19068,495589,495589,supplier1
19069,495589,874,supplier3
19070,495589,171026,supplier2
19071,495589,201976,supplier4
19072,263963,263963,supplier1
19073,263963,170721,supplier2
19074,263963,202006,supplier4
19075,263963,13159,supplier3
19076,495641,495641,supplier1
19077,495641,170862,supplier2
19078,495641,235300,supplier3
19079,495641,202046,supplier4
19080,495584,495584,supplier1
19081,495584,171022,supplier2
19082,495584,210606,supplier4
19083,495584,287659,supplier3
19084,507517,507517,supplier1
19085,507517,210686,supplier4
19086,507517,33358,supplier3
19087,507517,168041,supplier2
19088,495403,495403,supplier1
19089,495403,170679,supplier2
19090,494039,494039,supplier1
19091,494039,53806,supplier3
19092,494039,168674,supplier2
19093,506096,506096,supplier1
19094,506096,54879,supplier3
19095,506096,168217,supplier2
19096,506096,210836,supplier4
19097,506096,47196,supplier3
19098,506096,35025,supplier3
19099,177015,177015,supplier1
19100,339702,339702,supplier1
19101,339702,171030,supplier2
19102,339702,225516,supplier4
19103,339702,181068,supplier2
19104,339702,210886,supplier4
19105,339702,7057,supplier2
19106,339702,208006,supplier4
19107,339702,210896,supplier4
19108,339702,168040,supplier2
19109,339702,34623,supplier3
19110,339702,214766,supplier4
19111,149891,149891,supplier1
19112,149891,170701,supplier2
19113,506132,506132,supplier1
19114,506132,29057,supplier3
19115,506132,168622,supplier2
19116,506132,168688,supplier2
19117,506132,37824,supplier3
19118,506132,20372,supplier3
19119,212721,212721,supplier1
19120,212721,2328,supplier3
19121,212721,219056,supplier4
19122,212721,7786,supplier2
19123,212721,76502,supplier2
19124,212721,219096,supplier4
19125,212721,27774,supplier3
19126,556298,556298,supplier1
19127,556298,190152,supplier2
19128,556309,556309,supplier1
19129,556309,190153,supplier2
19130,556309,174072,supplier3
19131,377556,377556,supplier1
19132,377556,36068,supplier3
19133,377556,653145,supplier4
19134,377556,168906,supplier2
19135,392809,392809,supplier1
19136,392809,157103,supplier2
19137,392809,235198,supplier3
19138,392809,651805,supplier4
19139,555711,555711,supplier1
19140,555711,280151,supplier3
19141,555711,1390048,supplier4
19142,555711,346290,supplier2
19143,208673,208673,supplier1
19144,208673,51317,supplier3
19145,208673,513205,supplier4
19146,208673,132562,supplier2
19147,209798,209798,supplier1
19148,209798,41742,supplier3
19149,216297,216297,supplier1
19150,216297,168834,supplier2
19151,593702,593702,supplier1
19152,593702,502141,supplier2
19153,493855,493855,supplier1
19154,493855,168883,supplier2
19155,480406,480406,supplier1
19156,480406,7055,supplier3
19157,480406,228854,supplier2
19158,480406,946915,supplier4
19159,132889,132889,supplier1
19160,132889,52247,supplier3
19161,148998,148998,supplier1
19162,148998,20132,supplier3
19163,148998,213956,supplier4
19164,148998,170702,supplier2
19165,370761,370761,supplier1
19166,370761,290451,supplier3
19167,370761,982235,supplier4
19168,208696,208696,supplier1
19169,208696,201160,supplier2
19170,209802,209802,supplier1
19171,209802,167777,supplier2
19172,495613,495613,supplier1
19173,495613,3538,supplier3
19174,376750,376750,supplier1
19175,376750,201295,supplier2
19176,376750,651965,supplier4
19177,376750,22812,supplier3
19178,545760,545760,supplier1
19179,545760,167960,supplier2
19180,545760,2603,supplier3
19181,605297,605297,supplier1
19182,605297,502001,supplier2
19183,348318,348318,supplier1
19184,348318,138256,supplier2
19185,427789,427789,supplier1
19186,427789,271065,supplier2
19187,312104,312104,supplier1
19188,312104,114093,supplier2
19189,312104,31230,supplier3
19190,399688,399688,supplier1
19191,399688,162421,supplier2
19192,164126,164126,supplier1
19193,164126,13515,supplier2
19194,164126,19456,supplier3
19195,163100,163100,supplier1
19196,163100,167742,supplier2
19197,163100,54910,supplier3
19198,122338,122338,supplier1
19199,122338,211956,supplier4
19200,122338,167880,supplier2
19201,122338,12187,supplier3
19202,556294,556294,supplier1
19203,556294,53133,supplier2
19204,556294,202856,supplier4
19205,556294,141454,supplier2
19206,210304,210304,supplier1
19207,210304,38997,supplier3
19208,210304,168099,supplier2
19209,198430,198430,supplier1
19210,198430,106177,supplier2
19211,545754,545754,supplier1
19212,545754,90503,supplier3
19213,545754,442135,supplier2
19214,545754,1479368,supplier4
19215,579712,579712,supplier1
19216,579712,479844,supplier2
19217,348082,348082,supplier1
19218,348082,168506,supplier2
19219,348082,2061115,supplier4
19220,348082,9258,supplier3
19221,422261,422261,supplier1
19222,422261,946615,supplier4
19223,422261,189897,supplier2
19224,118118,118118,supplier1
19225,118118,25221,supplier3
19226,118118,182947,supplier2
19227,473652,473652,supplier1
19228,473652,994995,supplier4
19229,473652,442120,supplier2
19230,473652,17171,supplier3
19231,213092,213092,supplier1
19232,213092,186177,supplier2
19233,465994,465994,supplier1
19234,465994,26086,supplier3
19235,271869,271869,supplier1
19236,271869,463809,supplier2
19237,271869,1035268,supplier4
19238,379205,379205,supplier1
19239,379205,864995,supplier4
19240,379205,152739,supplier2
19241,492971,492971,supplier1
19242,492971,83756,supplier2
19243,509496,509496,supplier1
19244,509496,34959,supplier3
19245,509496,104697,supplier2
19246,509496,32963,supplier3
19247,197666,197666,supplier1
19248,197666,14779,supplier2
19249,328066,328066,supplier1
19250,328066,24448,supplier3
19251,167998,167998,supplier1
19252,167998,33163,supplier3
19253,167998,189546,supplier4
19254,167998,218628,supplier2
19255,239349,239349,supplier1
19256,239349,946985,supplier4
19257,239349,366882,supplier2
19258,109170,109170,supplier1
19259,109170,23208,supplier3
19260,130111,130111,supplier1
19261,130111,43765,supplier3
19262,130111,93555,supplier2
19263,137709,137709,supplier1
19264,137709,40861,supplier3
19265,137709,366892,supplier2
19266,137709,947255,supplier4
19267,307493,307493,supplier1
19268,307493,167864,supplier2
19269,307493,10307,supplier3
19270,495654,495654,supplier1
19271,495654,170977,supplier2
19272,495654,193416,supplier4
19273,495630,495630,supplier1
19274,495630,171061,supplier2
19275,256000,256000,supplier1
19276,256000,168583,supplier2
19277,495655,495655,supplier1
19278,495655,167621,supplier2
19279,495688,495688,supplier1
19280,495688,366922,supplier2
19281,257576,257576,supplier1
19282,257576,168887,supplier2
19283,257576,193536,supplier4
19284,494000,494000,supplier1
19285,494000,167811,supplier2
19286,494000,202946,supplier4
19287,481113,481113,supplier1
19288,481113,54803,supplier3
19289,481113,326339,supplier2
19290,175548,175548,supplier1
19291,175548,13121,supplier2
19292,175548,36880,supplier3
19293,175548,46384,supplier4
19294,204917,204917,supplier1
19295,204917,167937,supplier2
19296,204917,203036,supplier4
19297,204917,38477,supplier3
19298,226834,226834,supplier1
19299,226834,167714,supplier2
19300,210876,210876,supplier1
19301,210876,361753,supplier3
19302,509518,509518,supplier1
19303,509518,168709,supplier2
19304,357506,357506,supplier1
19305,357506,22711,supplier2
19306,357506,1593658,supplier4
19307,357506,75614,supplier3
19308,195838,195838,supplier1
19309,195838,168259,supplier2
19310,210111,210111,supplier1
19311,210111,167631,supplier2
19312,179031,179031,supplier1
19313,179031,210966,supplier4
19314,179031,43430,supplier3
19315,179031,167764,supplier2
19316,145270,145270,supplier1
19317,145270,140777,supplier2
19318,208859,208859,supplier1
19319,208859,18256,supplier3
19320,208859,167705,supplier2
19321,494087,494087,supplier1
19322,494087,170913,supplier2
19323,107238,107238,supplier1
19324,107238,168306,supplier2
19325,505379,505379,supplier1
19326,505379,442094,supplier2
19327,505379,40195,supplier3
19328,479590,479590,supplier1
19329,479590,157559,supplier3
19330,479590,463761,supplier2
19331,171008,171008,supplier1
19332,171008,509521,supplier2
19333,499327,499327,supplier1
19334,499327,218640,supplier2
19335,193464,193464,supplier1
19336,193464,168254,supplier2
19337,193464,209346,supplier4
19338,176607,176607,supplier1
19339,176607,167899,supplier2
19340,139287,139287,supplier1
19341,139287,442133,supplier2
19342,234286,234286,supplier1
19343,234286,168026,supplier2
19344,307811,307811,supplier1
19345,307811,167981,supplier2
19346,169460,169460,supplier1
19347,169460,52371,supplier3
19348,202977,202977,supplier1
19349,202977,210986,supplier4
19350,202977,51099,supplier3
19351,202977,170787,supplier2
19352,495675,495675,supplier1
19353,495675,32239,supplier3
19354,499037,499037,supplier1
19355,499037,168109,supplier2
19356,495672,495672,supplier1
19357,495672,10668,supplier3
19358,416555,416555,supplier1
19359,416555,175188,supplier2
19360,416555,944785,supplier4
19361,590855,590855,supplier1
19362,590855,216774,supplier3
19363,356471,356471,supplier1
19364,356471,201261,supplier2
19365,356471,1195,supplier3
19366,183295,183295,supplier1
19367,183295,167794,supplier2
19368,541843,541843,supplier1
19369,541843,264193,supplier3
19370,541843,1257748,supplier4
19371,541843,442042,supplier2
19372,270238,270238,supplier1
19373,270238,170898,supplier2
19374,495428,495428,supplier1
19375,495428,168047,supplier2
19376,506134,506134,supplier1
19377,506134,31445,supplier3
19378,506134,168512,supplier2
19379,506134,7836,supplier3
19380,215343,215343,supplier1
19381,215343,366949,supplier2
19382,181007,181007,supplier1
19383,181007,170704,supplier2
19384,181007,203126,supplier4
19385,171800,171800,supplier1
19386,171800,37090,supplier3
19387,194331,194331,supplier1
19388,194331,103013,supplier2
19389,447040,447040,supplier1
19390,447040,652315,supplier4
19391,447040,6895,supplier3
19392,447040,193366,supplier4
19393,447040,170736,supplier2
19394,447040,8805,supplier3
19395,268161,268161,supplier1
19396,268161,168056,supplier2
19397,186377,186377,supplier1
19398,186377,17488,supplier3
19399,209755,209755,supplier1
19400,209755,171091,supplier2
19401,494048,494048,supplier1
19402,494048,281747,supplier3
19403,494048,442121,supplier2
19404,494048,1390358,supplier4
19405,494048,353129,supplier2
19406,494048,279193,supplier3
19407,141333,141333,supplier1
19408,141333,212866,supplier4
19409,506100,506100,supplier1
19410,506100,9630,supplier3
19411,506100,366854,supplier2
19412,471809,471809,supplier1
19413,471809,133383,supplier2
19414,495571,495571,supplier1
19415,495571,45285,supplier3
19416,495571,203176,supplier4
19417,495571,168365,supplier2
19418,167089,167089,supplier1
19419,167089,478101,supplier2
19420,167089,10290,supplier3
19421,191178,191178,supplier1
19422,191178,167820,supplier2
19423,164242,164242,supplier1
19424,164242,62918,supplier2
19425,181774,181774,supplier1
19426,181774,167618,supplier2
19427,499121,499121,supplier1
19428,499121,270819,supplier2
19429,499121,41677,supplier3
19430,209201,209201,supplier1
19431,209201,167755,supplier2
19432,209201,52315,supplier3
19433,193224,193224,supplier1
19434,193224,188986,supplier4
19435,193224,5496,supplier3
19436,512991,512991,supplier1
19437,512991,201238,supplier2
19438,494102,494102,supplier1
19439,494102,288152,supplier3
19440,494102,366881,supplier2
19441,208723,208723,supplier1
19442,208723,168513,supplier2
19443,208723,189356,supplier4
19444,210305,210305,supplier1
19445,210305,366895,supplier2
19446,162650,162650,supplier1
19447,162650,168612,supplier2
19448,342258,342258,supplier1
19449,342258,314302,supplier2
19450,342258,26785,supplier3
19451,342258,948595,supplier4
19452,531583,531583,supplier1
19453,531583,1260668,supplier4
19454,531583,442123,supplier2
19455,208633,208633,supplier1
19456,208633,209936,supplier4
19457,208633,167907,supplier2
19458,208633,53772,supplier3
19459,254906,254906,supplier1
19460,254906,167695,supplier2
19461,307713,307713,supplier1
19462,307713,167982,supplier2
19463,572564,572564,supplier1
19464,572564,87486,supplier3
19465,572564,479803,supplier2
19466,572564,38295,supplier3
19467,572564,1035098,supplier4
19468,378061,378061,supplier1
19469,378061,653865,supplier4
19470,378061,201531,supplier2
19471,571040,571040,supplier1
19472,571040,167515,supplier2
19473,256503,256503,supplier1
19474,256503,193026,supplier4
19475,272206,272206,supplier1
19476,272206,114059,supplier2
19477,272206,52868,supplier3
19478,541707,541707,supplier1
19479,541707,1905025,supplier4
19480,541707,17243,supplier3
19481,334776,334776,supplier1
19482,334776,167987,supplier2
19483,506107,506107,supplier1
19484,506107,652585,supplier4
19485,506107,42442,supplier3
19486,506107,321652,supplier2
19487,129468,129468,supplier1
19488,129468,366919,supplier2
19489,144989,144989,supplier1
19490,144989,52073,supplier2
19491,494095,494095,supplier1
19492,494095,653385,supplier4
19493,494095,171054,supplier2
19494,494095,585,supplier3
19495,176877,176877,supplier1
19496,176877,18468,supplier2
19497,176877,391,supplier3
19498,175600,175600,supplier1
19499,175600,168253,supplier2
19500,236955,236955,supplier1
